participant_id,transcript_id,question_ref,tag,severity,sentiment,quote,source_line_start,source_line_end,consolidated_tag
25,en_participant_0025,Q4,Investment Decision Support,High,neutral,"It helps me decide whether or not I'm going to create a new Airbnb business in that area. It helps me determine what type of people I want to attract in that area, how many I can accommodate, and if it would be worth the investment to do so.",24,24,Financial Planning And Analysis
25,en_participant_0025,Q5,Human Touch Trust Barrier,High,negative,"I wanted to ask AI to be a host for the business, but I believe you need to have a human touch sometimes for that. There are too many different things and too many different people and personalities on this earth for me to trust it fully with AI right now.",29,29,Human Connection And Rapport
25,en_participant_0025,Q5,Customer Care Nuance,High,neutral,"A human touch involves being caring and concerned, especially when it comes to deescalating a situation where someone might be upset, even if they aren't openly showing their anger or frustration. It's about recognizing the different nuances that come with those interactions.",33,33,Professional Workflow Support
25,en_participant_0025,Q8,Schedule Integration Need,High,positive,The perfect AI assistant would be one that could manage my schedule for both jobs that I have and the business that I run.,47,47,Calendar And Scheduling
25,en_participant_0025,Q8,Business Ideas Generation,Medium,positive,"It would be able to generate new ideas that could potentially benefit my business, helping me navigate every aspect of my life.",47,47,Professional Workflow Support
25,en_participant_0025,Q8,Hosting With Human Touch,High,mixed,"It would also serve as a host for my Airbnb business, adding a human touch with various nuances in that area. I don't believe we are at that point right now, and if we are, I just haven't seen it consistently.",47,47,Human Connection And Rapport
25,en_participant_0025,Q8,Work Life Balance Priority,High,positive,"I would want it to take my schedule from both jobs that I have and my personal schedule, put those together, making sure nothing is overlapping, ensuring I have work-life balance, and creating time for things, not letting me forget anything in that schedule.",51,51,Usage And Adoption Patterns
25,en_participant_0025,Q8,Proactive Service Management,High,positive,"In the specific business tasks, I want it to handle the hosting portion of the business day in and day out, making sure I have cleaning schedules that are there every single time. If someone is not able to come and clean, I want it to be able to choose someone from the different apps that are out there, someone who is trustworthy and has great attendance records, to do that on its own for me, without me having to ask it.",51,51,Proactive Assistance
25,en_participant_0025,Q8,Preventive Problem Management,High,positive,"I would also like you to be able to put PM maintenance things in place for the Airbnb. Anything associated with that Airbnb that can be done proactively to ensure that the guest, excuse me, to make sure that the customer gets every benefit and is happy. I want to be able to put those things in place before we have a problem. To be able to say, ""Hey, we might have a potential problem with this. This is what I did to handle it. Do you agree? Do you want me to move forward?""",55,55,Proactive Assistance
25,en_participant_0025,Q9,System Integration Benefits,High,positive,"If AI were interconnected with my calendar, email, and all the apps I use for my business, like Thumbtack and TaskRabbit, as well as any scheduling for maintenance and cleaning services, it would enable me to have a lot more free time and reduce many issues that arise when I have to manage everything on my own.",60,60,Data And System Integration
25,en_participant_0025,Q9,Proactive Task Reduction,High,positive,"If I could have those tasks done proactively and organized in advance, there would be fewer complaints and fewer issues in both my business and personal life.",60,60,Proactive Assistance
25,en_participant_0025,Q11,AI Interview Speed Advantage,Medium,positive,I think the only thing that may have been different about this is that it went a lot faster. I didn't have to wait for someone to process what I was saying. The AI did that very quickly and moved on to the next thing.,70,70,AI Interview Experience
25,en_participant_0025,Q11,Focus Without Tangents,Low,positive,"It stuck to the task at hand. There was no going off on a tangent with other things that you might have with a human interviewer, just because they want to know things and have questions about things.",74,74,Usage And Adoption Patterns
28,en_participant_0028,Q4,Light Personal Use,Medium,neutral,"I normally use AI assistance to help me write emails or sometimes do a little bit of research. Not a lot of research, just light research. And that's pretty much it.",16,16,Access And Adoption
28,en_participant_0028,Q4,Business Preference,Medium,neutral,I think I use it more for business-related tasks than personal-related tasks.,16,16,Professional Workflow Support
28,en_participant_0028,Q4,Email Grammar Correction,High,neutral,"Occasionally, if I have an email to write, I might create a draft and then ask the AI assistant to help me correct the grammar.",20,20,Email Management
28,en_participant_0028,Q4,Newsletter Content Enhancement,Medium,positive,"I would ask AI to enhance the content. For example, if there was an event we did, I would write a draft of that message and then ask AI to make it a bit more exciting while still maintaining the general feel of the monthly newsletter.",24,24,Email Management
28,en_participant_0028,Q5,AI Information Gap,High,negative,"It seems they didn't have enough information, which was okay with me. So, yeah, I wasn't able to get the response I was looking for from the AI assistants because they just didn't have enough information on me.",29,29,Tool Reliability And Limitations
28,en_participant_0028,Q8,Calendar Integration Desire,High,positive,"For me, the perfect AI assistant would be able to tap into my emails and have access to my calendar. So if I were to say, ""What do I have planned for today? How do I need to prepare for my day? Is there something that I said I would do that I haven't yet achieved?"" I would love for the AI assistant to help keep me on task.",43,43,Calendar And Scheduling
28,en_participant_0028,Q8,Proactive Reminder Needs,High,positive,"And let's say there's a birthday coming up; I would like the AI assistant to say, ""Hey, your dad's birthday is coming up in a few days. Do you want me to order a gift or draft a text message or something like that?""",43,43,Calendar And Scheduling
28,en_participant_0028,Q8,Content Discovery Preference,Medium,positive,"Or maybe if the AI assistant heard about an article that I might be interested in, it could propose that I read that article or summarize it for me. Even if there was music that my AI assistant thought I might enjoy hearing for the first time, that would be really helpful.",43,43,Content And Writing Support
28,en_participant_0028,Q8,Music Recommendation Capability,Medium,positive,"I think if the AI assistant knew the type of music that I enjoyed, it would be able to make music recommendations. That would be really helpful.",47,47,Shopping And Recommendations
28,en_participant_0028,Q9,Multi-System Integration,High,positive,"I would love it if the AI assistant could tap into or leverage my email, my music library, my calendar, and the weather. If it could make recommendations for my day, that would be really helpful.",56,56,Data And System Integration
28,en_participant_0028,Q11,AI Follow-Up Quality,High,positive,"It's actually nice to know that the AI is listening and is able to provide follow-up questions based on my previous responses. That was really refreshing. We don't always get that from a human interviewer, so that was nice.",66,66,Proactive Assistance
28,en_participant_0028,Q11,Spontaneous Engagement Preference,Medium,positive,"I think a human would probably have follow-up questions in mind, but with this AI interviewer, it feels a little bit more spontaneous.",70,70,Usage And Adoption Patterns
29,en_participant_0029,Q4,Practical Task Automation,High,neutral,"I have used AI to create a list of restaurants. I've used AI to create grocery lists, and I have used AI, let's see, to help me with travel plans.",16,16,Automation And Delegation
29,en_participant_0029,Q4,Meal Planning Support,High,positive,It recommends meal plans for the week and then the grocery lists that would help me shop.,24,24,Recipes And Cooking Support
29,en_participant_0029,Q5,Email Organization Desire,High,negative,"I would like to use AI to clean up my personal email inbox, but I can't find the time or don't know the right tools to use.",29,29,Email Management
29,en_participant_0029,Q5,Low Tool Research Effort,Medium,neutral,I really haven't looked into any because I don't seem to find the time to pay attention to my own personal email.,33,33,Search And Research
29,en_participant_0029,Q8,Organization Efficiency Goals,High,positive,"The Perfect AI tools help me stay more organized, complete tasks faster, and pull information from various areas of the things I work on throughout the day.",47,47,Time And Productivity
29,en_participant_0029,Q8,Email Organization Priority,High,negative,"In my personal life, I would say that keeping my emails more organized would be a huge help, and this would also benefit my professional life.",51,51,Email Management
29,en_participant_0029,Q8,Data Integration Need,High,negative,"In the professional world, I often deal with a lot of different data pieces, and integrating them between the various software systems I work in would be much more efficient than having to do manual entry.",51,51,Data And System Integration
29,en_participant_0029,Q9,Contact Management Challenge,High,negative,I find that keeping addresses up to date on a regular basis is very difficult to do.,60,60,Usage And Adoption Patterns
29,en_participant_0029,Q9,Automation And Integration,Medium,positive,finding a way to keep those updated and unsubscribing from emails that I don't utilize regularly would be helpful.,60,60,Data And System Integration
29,en_participant_0029,Q11,Voice Interaction Preference,High,mixed,"It's a little strange responding to an AI interviewer when you're not hearing the question first ... It would probably be a bit easier if there was an AI-generated face that you're talking to or a voice that you're hearing so that you can respond, and it doesn't feel so much like a one-way conversation.",70,70,Voice Interaction Experience
29,en_participant_0029,Q11,Voice Over Text Preference,Medium,positive,"I do like it better than having to type it out because I think you get a much faster response, and you can't really delete or take back what you just said.",78,78,Voice Interaction Experience
29,en_participant_0029,Q11,Speech Habituation Anxiety,Low,negative,"I also get self-conscious about the number of times I say ""so,"" and that's a little odd.",78,78,Voice Interaction Experience
3,en_participant_0003,Q4,Practical Past AI Use,Medium,neutral,I have used ChatGPT to write cover letters and update my resume about a year ago when I was looking for a job.,16,16,Usage And Adoption Patterns
3,en_participant_0003,Q4,Curiosity Driven Exploration,Medium,positive,"I had heard a friend used AI for recipe ideas, so I just typed in toddler-friendly meals because I'm a mom. I haven't tried it for adult meals yet, but I am intrigued by the idea.",20,20,Learning And Discovery
3,en_participant_0003,Q4,Social Media Inspired Creativity,Low,positive,I had seen on social media that this was something you could do to create a customized coloring book.,24,24,Social And Relationship Communication
3,en_participant_0003,Q5,Moderation Surprise Acceptance,Medium,mixed,"I was actually kind of pleased that it rejected my photo because it was one that I hadn't considered inappropriate. It was a picture of my daughter using the potty, which I thought would be fun to turn into a coloring page, but it never occurred to me that it was inappropriate.",29,29,Usage And Adoption Patterns
3,en_participant_0003,Q8,Old School Cautious User,High,negative,"I am a little old school and a bit nervous about using AI exclusively. I always like to double-check that it's accurate, both in work and outside of work.",43,43,Usage And Adoption Patterns
3,en_participant_0003,Q8,Job Replacement Fear,High,negative,"I would be interested in continuing to use it for work, but I also have concerns that it might replace me.",43,43,Usage And Adoption Patterns
3,en_participant_0003,Q8,AI Capability Uncertainty,High,neutral,I don't yet have a full grasp of what it could do.,47,47,Tool Reliability And Limitations
3,en_participant_0003,Q8,Satisfied With Current Scope,Medium,neutral,"It can't drive a car, it can't take care of my child, and it can't buy groceries for me. So I think right now, I'm just enjoying its current capabilities.",47,47,Current Tool Sufficiency
3,en_participant_0003,Q9,Human Approval Before Action,High,neutral,"I would be worried about errors, so I would want to double-check things. I would prefer to approve items before they automatically go to email or send a calendar invite.",56,56,User Control And Safeguards
3,en_participant_0003,Q9,AI Integration Efficiency Value,Medium,positive,"AI is also interconnected with some of the tools that I use for work, like video editing and transcription, which I love.",56,56,Data And System Integration
3,en_participant_0003,Q11,Dynamic Personalisation Delight,High,positive,I really liked how the AI was dynamic and how it provided customized questions based on my previous responses. That was pretty cool.,66,66,Personalization And Adaptation
3,en_participant_0003,Q11,Repetition Frustration Stakes,High,negative,"I think I was just kind of frustrated because I didn't have a good answer, and I would have liked it if it was a human who could have pivoted and maybe asked something else. So, it felt a little bit limiting, but I don't think the stakes were very high here, so it didn't matter ... It could be a bigger issue if I was interviewing for a job or in a work meeting with a client.",70,70,Usage And Adoption Patterns
3,en_participant_0003,Q11,Indirect Question Preference,Medium,neutral,"a better question would have been, ""What are some tasks that are really time-consuming and arduous in your life today?"" Something less direct and more indirect.",74,74,Usage And Adoption Patterns
30,en_participant_0030,Q4,AI For Creative Marketing,High,positive,I like Jasper for creating marketing content.,16,16,Creative Design And Media
30,en_participant_0030,Q4,AI For Research And Analysis,High,positive,"for more complex requests, it can perform regression analysis and analyze large datasets in really impressive ways.",16,16,Search And Research
30,en_participant_0030,Q4,AI For Resume Building,Medium,positive,"I was helping to build my resume and wanted to use job descriptions from various similar job titles. I input a bunch of those job descriptions into ChatGPT and created a keyword hotspot to see which ones were the most common, which I could then use.",16,16,Content And Writing Support
30,en_participant_0030,Q4,AI For Presentation Design,High,positive,"Scam is really great for any type of presentation that you need to create. They, you know, out of the box, have really solid aesthetic and well designed looking presentations.",24,24,Creative Design And Media
30,en_participant_0030,Q4,Presentation Creation Efficiency,Medium,positive,It's just a really great way to do presentations way faster than if you use PowerPoint or Google Slides.,24,24,Creative Design And Media
30,en_participant_0030,Q5,Task Management Tool Need,High,negative,One of the main daily uses of AI that I hope will occur sooner rather than later is a more nuanced task listing tool.,29,29,Task Organization And Prioritization
30,en_participant_0030,Q5,Grocery Shopping Intelligence,High,positive,"I would like to see a way to view my to-do list and track my grocery shopping history. It would be great if there were suggestions, like, ""Hey, it's approaching Christmas. Have you considered getting X, Y, Z?"" or ""It's October; maybe consider more pumpkin-style dishes.""",29,29,Recipes And Cooking Support
30,en_participant_0030,Q5,AI For Accounting Needs,High,positive,having AI handle accounting tasks would be incredibly helpful.,29,29,Financial Planning And Analysis
30,en_participant_0030,Q5,Current Tool Limitations,Medium,negative,"Right now, the notes app on Apple is okay for list building and to-do lists, but it could be radically improved.",29,29,Tool Reliability And Limitations
30,en_participant_0030,Q5,Grocery List Personalization,High,positive,"I'd like suggestions specifically for the grocery store list. It's like, ""Hey, here are the most common items that you have."" If you consider this, here are items that other people also bought. Here are some dish suggestions.",33,33,Recipes And Cooking Support
30,en_participant_0030,Q5,User Interface Complaint,Medium,negative,"At the moment, it's just very clunky and manual.",33,33,Usage And Adoption Patterns
30,en_participant_0030,Q8,AI Email Event Coordination,Medium,positive,imagine being able to ask an AI assistant to send email invites to events or maybe for family gatherings.,47,47,Email Management
30,en_participant_0030,Q8,AI Social Group Chatbot,Medium,mixed,"You could create an AI chatbot that can answer questions for people in your WhatsApp group. It might sound a bit dystopian and not ideal, but you can envision a scenario where if a bunch of people are asking the same type of questions, the AI could be prepared with all the details and respond accordingly.",47,47,Social And Relationship Communication
30,en_participant_0030,Q8,Accounting And Financial Support,High,positive,"I think accounting is a really good one. I mean, being able to answer accounting-based questions based on your location, the type of entity that you have or are working for, and kind of what that's going to be.",51,51,Financial Planning And Analysis
30,en_participant_0030,Q8,Budgeting Tool Value,High,positive,a budgeting tool would be great. I think there are a lot of really useful tools that could help you in day-to-day life around finance.,51,51,Financial Planning And Analysis
30,en_participant_0030,Q8,Finance Use Case Potential,High,positive,I think finance is probably one of the best cases and uses for AI.,51,51,Financial Planning And Analysis
30,en_participant_0030,Q8,Mental Health AI Support,Medium,positive,I think maybe some mental health components could also be useful.,55,55,Health And Wellness Support
30,en_participant_0030,Q8,Holistic Health Tracking Desire,High,positive,"Helping you with mental health stuff, physical health stuff, you know, showing up to appointments on time, all the standard stuff.",55,55,Health And Wellness Support
30,en_participant_0030,Q8,Personal Trainer AI Assistant,Medium,positive,"having almost like a personal trainer to advise you, hey, you've been eating this much.",55,55,Health And Wellness Support
30,en_participant_0030,Q8,Wellness Professional AI,Medium,positive,"an on-hand nutritionist, mental health adviser, or therapist, that would all be very powerful tools",55,55,Health And Wellness Support
30,en_participant_0030,Q9,Comprehensive System Integration,High,positive,"I mean, it would be connected to everything in theory, hopefully. Certainly, the calendars, Gmail, all the G Suite, and then my other calendars, since I have to balance multiple ones at once.",60,60,Data And System Integration
30,en_participant_0030,Q9,Location Aware Recommendations,Medium,positive,"hopefully, we'd be tapped into some kind of real-world understanding of where I am and what's going on. You know, let me know, ""Hey, there's a free concert series in Denver at City Park. Make sure that you go check those out.""",60,60,Shopping And Recommendations
30,en_participant_0030,Q9,Unified Information Channel,Medium,positive,provide a nice consistent channel through which I'm experiencing all of the information.,60,60,Data And System Integration
30,en_participant_0030,Q9,News Source Preference,Medium,neutral,I think maybe it should just use Associated Press and Reuters as not-for-profit legitimate news sources. I think it's just inherently questionable the way a for-profit news organization operates.,62,62,Search And Research
30,en_participant_0030,Q11,AI Interview Experience,Medium,neutral,"So, technically, it didn't feel like I was being interviewed by an AI. I was just looking at questions.",72,72,AI Interview Experience
30,en_participant_0030,Q11,Voice AI Interview Feeling,Medium,negative,"I have done that, and it feels interesting. It sort of feels cheesy and canned, you know?",72,72,Voice Interaction Experience
30,en_participant_0030,Q11,Authenticity Concern,High,negative,The authenticity of the human connection and the human experience is obviously lacking in this.,72,72,Human Connection And Rapport
30,en_participant_0030,Q11,Weak AI Interview Version,Medium,negative,"I would say that this felt like a very light, weak version. It just felt like there's a little bit of AI in the background, but it wasn't actually like being interviewed by an AI in the sense that we typically think of it, maybe like in a sci-fi movie.",72,72,AI Interview Experience
30,en_participant_0030,Q11,AI Authenticity Challenge,High,neutral,I think AI would just have to advance so much that the gap between humans and the ability to mimic humans becomes so close that it's indistinguishable.,76,76,Human Connection And Rapport
30,en_participant_0030,Q11,Uncanny Valley Observation,Medium,negative,"It's also interesting how AI often looks too clean, crisp, and fake. There's something called the uncanny valley.",77,77,Usage And Adoption Patterns
30,en_participant_0030,Q11,Visual Authenticity Design,Medium,neutral,"It's either make it look like a cartoon and not try to approximate a human, or make it look exactly like a human.",77,77,Human Connection And Rapport
30,en_participant_0030,Q11,Intentional Imperfection Paradox,Medium,neutral,"You have to intentionally code scenarios that create all these imperfections that are inherently human, which is what leads to authenticity.",77,77,Tool Reliability And Limitations
30,en_participant_0030,Q11,AI As Bullshitting Machine,High,negative,I know that all AI is ultimately just a bullshitting machine with the highest probability of matching what the requester has hoped for.,82,82,Usage And Adoption Patterns
30,en_participant_0030,Q11,AI Aggregator Not Creator,Medium,neutral,AI is just an aggregator of those things.,82,82,Usage And Adoption Patterns
30,en_participant_0030,Q11,AI Personality Depth Strategy,Medium,neutral,"The deeper and more specific you can get, the more likely you can flourish and expand upon the notions of authenticity within the framework of that personality type that you chose.",82,82,Strategic AI Perspectives
31,en_participant_0031,Q4,Decision-Making Support,High,positive,"I usually use AI for decision-making or advice-type tasks, particularly for more complex questions than what I can find by just googling.",16,16,Cognitive Support Patterns
31,en_participant_0031,Q4,Writing Assistance,High,positive,"I also rely on it for writing when I'm having difficulty. If I'm struggling to find the right words or something like that, I often use ChatGPT for assistance.",16,16,Content And Writing Support
31,en_participant_0031,Q4,Complex Purchases,High,positive,"I was trying to determine whether a bike would be the right fit for my son, and I found ChatGPT to be really helpful. It provided me with more information than I could get from simply asking Google.",18,18,Shopping And Recommendations
31,en_participant_0031,Q4,Choice Confidence,Medium,positive,"when I needed new tires for my car after getting quotes, I found GPT to be really useful. It helped me by summarizing the options I had, which gave me confidence in the choices I was making.",20,20,Trust And Verification
31,en_participant_0031,Q4,Detailed Option Evaluation,High,positive,"you can get a general response and then ask more detailed questions about specific things, like crank lengths, was really helpful. It was great to be able to bypass the deeper questions, which would have been difficult to find answers for through googling.",24,24,Usage And Adoption Patterns
31,en_participant_0031,Q4,Product Comparison Gap,Medium,neutral,"Often, you'll be able to compare one tire to another, but it's not always the options you have quotes for.",24,24,Shopping And Recommendations
31,en_participant_0031,Q4,Decision Speed,Medium,positive,The speed of being able to make that decision and the way I could evaluate the options with good rationale made the decision process much easier.,24,24,Time And Productivity
31,en_participant_0031,Q5,Calculation Errors,Medium,negative,"I have had a couple of instances where I recall it doing things that I knew were not correct, and I had to prompt it to check things.",33,33,Usage And Adoption Patterns
31,en_participant_0031,Q5,Inaccurate Math,Medium,negative,"I think it was mostly around when the AI was trying to do calculations, and the calculations weren't making sense.",37,37,Accuracy And Hallucination Risk
31,en_participant_0031,Q5,Bike Fit Computation,Low,negative,It was really about bike fit and changing components and what that would mean.,41,41,Usage And Adoption Patterns
31,en_participant_0031,Q6,Moderate Trust Level,High,neutral,3 - Moderate trust,46,46,Trust And Verification
31,en_participant_0031,Q8,Memory And Context,High,negative,one of the most important things for me is remembering what I've asked for or what my preferences are in the past. It's kind of frustrating when I have to keep telling it to write in a certain way or not use certain words.,55,55,Memory And Context Continuity
31,en_participant_0031,Q8,Personalization Preference,High,positive,"having that sort of memory of me and my context and circumstances, whatever it is, is really important because I think that means it can make better recommendations for me, more personalized.",55,55,Usage And Adoption Patterns
31,en_participant_0031,Q8,Cross-Device Fragmentation,Medium,negative,"I also feel like I bounce around a bit with different writing tools depending on where I am and whether there are writing tools built into it or whether I'm on my phone or laptop, that sort of thing.",55,55,System Fragmentation And Interoperability
31,en_participant_0031,Q8,Consistency Desire,Medium,neutral,"yeah, kind of consistency, I suppose.",55,55,Personalization And Adaptation
31,en_participant_0031,Q8,Mobile Writing Tools,Low,neutral,"especially if I'm on my phone. You know, there are the iOS writing tools built into that. But if I'm on my laptop, I'm probably more likely to use something like Grammarly or chat, depending on what I'm doing or what I'm trying to get from it.",59,59,Content And Writing Support
31,en_participant_0031,Q8,Repetitive Context Burden,High,negative,having to tell it the same information feels like it should be able to remember those sorts of things.,63,63,Memory And Context Continuity
31,en_participant_0031,Q9,Email Integration Interest,Medium,neutral,"maybe, as far as making decisions with purchases and that sort of thing, I could imagine the email understanding what promotions I've been offered or that sort of stuff could help me with some decision-making.",68,68,Email Management
31,en_participant_0031,Q9,Contextual Recommendations,Medium,positive,"if I'd asked about a certain product and then found out that there was a sale at that store, making recommendations based on things that I've asked in the past could be useful and interesting.",68,68,Shopping And Recommendations
31,en_participant_0031,Q11,Pause For Reflection,Low,positive,being able to pause before answering to gather my thoughts. It's quite good.,78,78,Emotional Support And Reflection
31,en_participant_0031,Q11,Lack Of Conversational Flow,Medium,negative,"It's not feeling completely conversational, and you don't really get that kind of read as you would if you were being interviewed by a human.",78,78,Interaction Dynamics
31,en_participant_0031,Q11,Voice Response Expectation,Medium,neutral,"I was expecting something more like ChatGPT when you are asking questions via voice, where it would actually come back and talk to me.",82,82,Voice Interaction Experience
31,en_participant_0031,Q11,Voice Interaction Ambivalence,Low,mixed,"I think it probably would have made me feel put on the spot a bit more. But, yeah, hearing it could be kind of a little bit odd, but it was just sort of what I was expecting.",86,86,Voice Interaction Experience
32,en_participant_0032,Q4,Thought Ordering Via AI,High,positive,I use it to order my thoughts sometimes. I just give it some of my thoughts and then let it voice them back to me.,16,16,Usage And Adoption Patterns
32,en_participant_0032,Q4,Creative Image Generation,High,positive,"I create images because I like it, and it's more for creative purposes. I paint and let it generate inspiration for me, basically.",16,16,Creative Design And Media
32,en_participant_0032,Q4,Artistic Style References,High,neutral,"Sometimes I give it references that I like, along with a picture of a scene that is personal to me. This helps inspire me on how to use the style for that.",20,20,Creative Design And Media
32,en_participant_0032,Q4,Compositional Exploration,Medium,neutral,"For illustrations, I provide a scene that I'm thinking of and let it generate a few different compositions to help me consider different options.",20,20,Learning And Discovery
32,en_participant_0032,Q4,Meal Planning Burden,Medium,mixed,"But I also try to have it generate a weekly meal plan for me, just to help take off some of the mental load of having to think about dinner all the time. I must say that it didn't really help me much.",24,24,Recipes And Cooking Support
32,en_participant_0032,Q4,Relationship Reflection Practice,High,neutral,"occasionally, I might feel frustrated with my partner about something, and I want to reflect on what actually happened. Why is this making me feel this way? ... I would obviously talk to my partner about it as well, but sometimes it's during work hours, and it can take a few hours to be able to talk to him. So, I use JGPT to help order my thoughts so I can go into that conversation more prepared.",28,28,Social And Relationship Communication
32,en_participant_0032,Q4,Philosophical AI Reflection,Medium,neutral,"I sometimes have more philosophical thoughts, like where is the world going with AI? Since I work with AI a lot in my job, I reflect on whether I think we're heading in the right direction or not in my personal life.",28,28,Emotional Support And Reflection
32,en_participant_0032,Q5,Tool Limitations Unsure,Low,neutral,"it doesn't always give me exactly the answer that helps me right away. I'm not sure if I see that as falling short, more like, I don't know.",37,37,Tool Reliability And Limitations
32,en_participant_0032,Q5,Personalized Assistant Gap,High,negative,"Maybe for the recipes, I was kind of looking for a personal assistant that would be able to take that load off me, like thinking, okay, this is what you're going to have for dinner, this is your grocery list, and you can go to the store on this day. But, yeah, in this instance, GPT just doesn't have all the details needed to do that for me.",37,37,Personalization And Adaptation
32,en_participant_0032,Q5,Missing Context Integration,High,negative,"I would need to feed it so much information, like my calendar, and I didn't want to do that. It also doesn't proactively give me hints, so that didn't work.",37,37,Memory And Context Continuity
32,en_participant_0032,Q6,Moderate Trust Level,Medium,neutral,3 - Moderate trust,42,42,Trust And Verification
32,en_participant_0032,Q8,Meal Decision Automation,High,positive,"if my personal assistant could make sure that I have food in the home every night with a healthy, easy-to-cook meal, that would be great. I don't want to have to think about it or fall back on maybe ordering a pizza every week. I just want the assistant to decide for me so I can eat something healthy without the effort.",51,51,Recipes And Cooking Support
32,en_participant_0032,Q8,Decision Bias Recognition,Medium,neutral,"I like to eat healthy, but if I have the choice every day, I don't always make the right choice.",51,51,Ethics And Bias Concerns
32,en_participant_0032,Q8,Housework Automation Desire,Medium,positive,"if it had robot arms, it could clean up after me, like, tidy up the house, make a list of all the housework that needs to be done to create a realistic plan, and generate ideas for home improvements.",55,55,Automation And Delegation
32,en_participant_0032,Q8,Thought Structuring Support,Medium,neutral,"Those are things I like to think about myself, but I guess it could help me structure those thoughts and put them in a list somehow.",55,55,Usage And Adoption Patterns
32,en_participant_0032,Q8,Task Breakdown And Scheduling,High,neutral,"I like to think about what I really want to get done, and then it could help me break it down into smaller tasks and schedule when might be a good time to pick them up or in which order.",59,59,Calendar And Scheduling
32,en_participant_0032,Q8,Project Overview Maintenance,Medium,neutral,something like just keeping the overview mostly.,59,59,Usage And Adoption Patterns
32,en_participant_0032,Q9,Calendar Integration Dependency,Medium,neutral,"If the AI were connected to my calendar, it would help me plan and think about when might be a good time for things. Of course, I would need to keep everything in my calendar, which I don't do at the moment.",64,64,Calendar And Scheduling
32,en_participant_0032,Q9,Email Autonomy Preference,Low,neutral,"As for email, I'm not sure. I don't think I would want AI to write emails for me or read my emails.",64,64,Email Management
32,en_participant_0032,Q11,Pressure-Free Thinking Space,High,positive,what's actually nice is that you get a moment to think about your answer without feeling the weight or pressure of someone waiting.,74,74,Emotional Support And Reflection
32,en_participant_0032,Q11,Personalization Gap In AI,Medium,negative,"The AI wouldn't give me examples, but sometimes examples help to trigger your thinking, and the AI couldn't provide anything from personal experience.",78,78,Tool Reliability And Limitations
32,en_participant_0032,Q11,Example-Driven Thinking Aid,High,neutral,examples of how AI could help during the day ... would have been helpful because then you can kind of trigger your thinking about what an ideal AI assistant looks like.,82,82,Cognitive Support Patterns
33,en_participant_0033,Q4,AI Usage Scope,High,neutral,"Searching for information, learning about different topics, and planning.",16,16,Access And Adoption
33,en_participant_0033,Q4,Planning Tasks,Medium,neutral,Planning for trips or personal projects.,20,20,Task Organization And Prioritization
33,en_participant_0033,Q4,Information Seeking Behavior,High,neutral,"It can be anything, actually. Something maybe like the top things that I hear in terms of topics or things that I've heard on the news or that other people have told me. If there are topics that I'm not familiar with, then I will search for them to gain a better understanding.",24,24,Search And Research
33,en_participant_0033,Q6,Moderate Trust Level,High,neutral,3 - Moderate trust,38,38,Trust And Verification
33,en_participant_0033,Q8,Accuracy And Up-To-Date Information,High,positive,Accurate and up-to-date information that is intuitive. They explain things in a way that I can understand very easily.,47,47,Accuracy And Hallucination Risk
33,en_participant_0033,Q8,Contextual Understanding,High,neutral,"Understand the context at angle and the depth of information that I want, and give me the right level.",51,51,Memory And Context Continuity
33,en_participant_0033,Q9,System Integration Desire,High,positive,"Yes, I would like AI to be connected with my calendar, email, and messaging apps. Then I can integrate the information in the AI with the apps that I use very often.",56,56,Data And System Integration
33,en_participant_0033,Q9,Automated Task Coordination,High,positive,"For example, if I make some plans, it will automatically mark them in my calendar and send an email or note or message to notify the people involved. It will also remind me when the events are happening in advance.",60,60,Task Organization And Prioritization
33,en_participant_0033,Q11,AI Interview Distance Perception,Medium,negative,"Yeah, I think it's fine, but it feels more distant than personal.",70,70,AI Interview Experience
33,en_participant_0033,Q11,Machine Interaction Disconnect,Medium,negative,Because I'm talking to a machine rather than a person.,74,74,Interaction Dynamics
34,en_participant_0034,Q4,Garden Task Planning,High,positive,"My most common use for AI would be in the garden. What I do is use ChatGPT specifically to set up an annual flow of the tasks that I need to do in my garden. I ask what kind of work I can do in winter, what I should be doing in spring, summer, and autumn. I use it to estimate how long that work would take, set times for growth, match the plants I have with companion plants that will grow well together, and help me diagnose issues with my trees.",17,17,Home And DIY Support
34,en_participant_0034,Q4,Tree Diagnosis Method,High,neutral,"The reason I use AI, or at least how I use AI to diagnose my tree issues, is that the trees I have are indigenous to South Africa, so there's not much information about them on the Internet. What I do is take pictures and describe what's happening, the situation, how the leaves look, what the leaf drop is like, and if there are any fungi or insects living on the tree.",21,21,Usage And Adoption Patterns
34,en_participant_0034,Q4,Decision Framework Support,Medium,positive,"So I used AI quite often when I need to make decisions around things, when I need to weigh up certain scenarios. So I recently painted the house, and I wanted to know, you know, what's the difference between getting Plascon or Dulux, the more expensive paints versus getting Durum or Fire Earth. So AI helped me to look at the differences between them, what the benefits were, what the I mean, the pros and the cons",25,25,Cognitive Support Patterns
34,en_participant_0034,Q4,Hobby Learning Bootstrap,High,positive,"What I also do is when I'm trying to get into a hobby, say, woodworking, for example, I'll look at what are easy things to start with, what are the beginner tools that I need, what are the beginner techniques that I need. We are some you what are some YouTube channels I can go watch to learn techniques? I've done this with woodworking. I've done this with, motor mechanics working on my car as well.",25,25,Learning And Discovery
